id,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
41222,5,112.3,0,1,Rural,1,Phone,Discount,0
41223,4,150.03,1,0,Urban,0,Phone,Buy One Get One,0
41224,5,1052.37,1,1,Rural,1,Phone,Discount,0
41225,1,420.82,1,0,Urban,0,Web,No Offer,0
41226,3,29.99,0,1,Surburban,0,Phone,No Offer,1
41227,11,166.54,1,0,Urban,1,Web,Buy One Get One,0
41228,8,173.75,0,1,Surburban,0,Phone,Discount,0
41229,10,48.52,1,0,Urban,1,Web,Buy One Get One,0
41230,2,179.65,0,1,Surburban,0,Phone,No Offer,0
41231,3,85.56,1,0,Rural,1,Web,Buy One Get One,1
41232,1,99.14,1,0,Urban,1,Web,Buy One Get One,1
41233,5,74.07,1,0,Surburban,1,Phone,No Offer,0
41234,11,35.82,0,1,Rural,0,Phone,No Offer,0
41235,4,388.43,0,1,Surburban,0,Phone,Buy One Get One,1
41236,1,143.43,1,0,Rural,1,Phone,Buy One Get One,0
41237,8,183.74,1,0,Urban,0,Phone,Buy One Get One,0
41238,7,29.99,1,0,Urban,1,Web,No Offer,0
41239,1,750.18,0,1,Surburban,1,Phone,Buy One Get One,0
41240,5,260.69,0,1,Urban,0,Phone,Buy One Get One,0
41241,11,64.86,0,1,Urban,1,Web,No Offer,0
41242,2,186.78,0,1,Rural,0,Phone,Buy One Get One,0
41243,9,29.99,0,1,Rural,0,Web,Buy One Get One,1
41244,1,478.89,1,0,Urban,0,Phone,Buy One Get One,1
41245,5,49.28,0,1,Urban,0,Web,Buy One Get One,1
41246,6,90.35,0,1,Urban,0,Phone,No Offer,0
41247,2,610.64,1,1,Surburban,1,Multichannel,Discount,0
41248,2,116.88,1,0,Surburban,0,Phone,Buy One Get One,0
41249,8,29.99,0,1,Rural,0,Web,No Offer,0
41250,10,29.99,1,0,Surburban,0,Web,No Offer,0
41251,7,99.84,0,1,Surburban,0,Web,No Offer,0
41252,6,89.49,0,1,Urban,1,Phone,Discount,0
41253,10,63.96,1,0,Urban,1,Phone,No Offer,0
41254,1,29.99,1,0,Rural,1,Phone,Buy One Get One,0
41255,3,658.88,0,1,Surburban,1,Web,Buy One Get One,1
41256,2,48.72,1,0,Urban,1,Web,No Offer,0
41257,12,29.99,1,0,Surburban,0,Web,No Offer,0
41258,9,333.18,0,1,Urban,0,Phone,No Offer,0
41259,1,531.26,0,1,Urban,1,Multichannel,Buy One Get One,0
41260,10,357.6,1,0,Surburban,0,Web,Discount,0
41261,2,392,1,0,Surburban,0,Multichannel,No Offer,0
41262,1,309.57,1,0,Urban,0,Multichannel,Discount,0
41263,10,159.35,1,0,Urban,1,Phone,Discount,0
41264,1,29.99,1,0,Urban,1,Phone,Buy One Get One,0
41265,1,40.43,1,0,Rural,0,Phone,Discount,0
41266,9,79.78,0,1,Urban,0,Phone,Discount,0
41267,1,272.42,0,1,Urban,0,Multichannel,No Offer,0
41268,10,316.05,1,0,Urban,1,Web,Buy One Get One,0
41269,12,315.2,1,1,Urban,0,Web,No Offer,0
41270,5,255.72,0,1,Urban,0,Multichannel,Discount,0
41271,10,713.26,0,1,Rural,1,Web,No Offer,1
41272,1,287.54,0,1,Urban,0,Phone,Discount,0
41273,10,259.67,1,1,Surburban,1,Web,No Offer,0
41274,1,212.15,0,1,Surburban,1,Phone,No Offer,0
41275,10,42.41,0,1,Urban,1,Phone,Buy One Get One,0
41276,10,244.92,1,1,Surburban,0,Phone,Discount,0
41277,1,588.83,0,1,Urban,1,Multichannel,No Offer,0
41278,3,454.73,1,0,Surburban,0,Phone,Discount,0
41279,6,256.64,0,1,Surburban,1,Phone,No Offer,0
41280,10,248.86,0,1,Surburban,0,Multichannel,Discount,0
41281,3,1065.52,1,1,Surburban,1,Multichannel,Buy One Get One,1
41282,4,359.4,0,1,Rural,1,Web,Discount,0
41283,11,216.25,1,0,Surburban,0,Web,Buy One Get One,0
41284,2,177.24,0,1,Rural,1,Web,Discount,0
41285,10,121.85,0,1,Surburban,0,Web,No Offer,0
41286,4,307.31,1,0,Surburban,1,Web,No Offer,0
41287,8,29.99,0,1,Surburban,1,Web,No Offer,0
41288,6,199.33,0,1,Urban,1,Web,Buy One Get One,0
41289,2,224.16,0,1,Surburban,1,Web,Discount,0
41290,9,29.99,1,0,Surburban,0,Phone,Discount,0
41291,10,34.9,0,1,Rural,1,Web,Discount,0
41292,2,479.65,1,0,Rural,1,Web,Buy One Get One,1
41293,3,62.05,0,1,Urban,1,Web,Buy One Get One,0
41294,6,142.7,1,0,Rural,0,Phone,Discount,1
41295,6,763.88,0,1,Urban,1,Phone,Discount,0
41296,9,53.83,0,1,Surburban,1,Web,Discount,0
41297,4,78.88,0,1,Surburban,1,Web,Discount,0
41298,10,33.05,1,0,Rural,0,Phone,Buy One Get One,0
41299,3,38.11,0,1,Surburban,1,Web,No Offer,0
41300,9,29.99,1,0,Urban,0,Web,Buy One Get One,0
41301,2,555.75,1,0,Surburban,1,Web,No Offer,0
41302,8,623.87,0,1,Urban,1,Phone,Discount,0
41303,9,455.08,0,1,Urban,0,Multichannel,Discount,1
41304,3,136.71,0,1,Surburban,1,Web,No Offer,0
41305,1,464,1,1,Surburban,0,Multichannel,Buy One Get One,0
41306,9,29.99,1,0,Surburban,0,Web,Buy One Get One,0
41307,6,549.44,1,0,Urban,1,Multichannel,Buy One Get One,1
41308,5,205.08,1,0,Rural,0,Multichannel,Buy One Get One,0
41309,4,29.99,1,0,Urban,1,Phone,No Offer,0
41310,12,209.2,1,1,Urban,1,Phone,Buy One Get One,0
41311,2,78.02,1,0,Urban,0,Phone,Discount,0
41312,3,29.99,0,1,Rural,0,Phone,No Offer,0
41313,1,1075.99,0,1,Surburban,1,Phone,Discount,1
41314,3,397.49,1,0,Surburban,0,Multichannel,Discount,0
41315,10,51.73,1,0,Rural,0,Phone,Discount,1
41316,5,29.99,1,0,Rural,0,Web,No Offer,0
41317,7,86.16,0,1,Urban,1,Web,Buy One Get One,0
41318,2,166.65,0,1,Surburban,1,Phone,Discount,0
41319,10,243.88,0,1,Surburban,0,Web,Discount,0
41320,9,49.46,0,1,Surburban,1,Phone,Discount,0
41321,2,29.99,0,1,Rural,1,Phone,No Offer,0
41322,11,39.65,1,0,Surburban,0,Phone,Discount,0
41323,9,405.89,1,0,Urban,0,Phone,No Offer,0
41324,2,33.8,0,1,Urban,0,Phone,Discount,0
41325,8,530.42,0,1,Surburban,1,Phone,Discount,0
41326,9,109.97,1,0,Surburban,1,Web,No Offer,0
41327,1,50.97,0,1,Surburban,1,Web,Buy One Get One,0
41328,3,62.43,1,0,Surburban,1,Web,Buy One Get One,0
41329,1,99.34,0,1,Surburban,0,Web,No Offer,0
41330,1,265.9,1,1,Urban,0,Phone,No Offer,1
41331,10,56.21,1,0,Surburban,1,Phone,Buy One Get One,0
41332,5,156.35,1,0,Urban,0,Web,Discount,0
41333,2,232.94,1,1,Surburban,1,Phone,No Offer,0
41334,10,189.33,1,0,Urban,1,Phone,Discount,0
41335,6,455.23,1,1,Urban,0,Multichannel,Discount,0
41336,4,92.13,0,1,Surburban,1,Phone,No Offer,0
41337,1,29.99,0,1,Urban,1,Phone,Discount,0
41338,10,178.57,0,1,Surburban,0,Phone,Discount,1
41339,3,350.94,1,0,Surburban,1,Web,Discount,0
41340,4,106.18,1,0,Rural,0,Phone,Buy One Get One,0
41341,7,30.55,0,1,Surburban,0,Web,Buy One Get One,0
41342,10,249.3,0,1,Rural,0,Phone,Buy One Get One,1
41343,1,41.97,1,0,Surburban,1,Phone,Discount,0
41344,9,60.52,1,0,Rural,0,Phone,No Offer,0
41345,9,268.71,0,1,Surburban,0,Multichannel,Buy One Get One,1
41346,11,29.99,1,0,Surburban,1,Web,No Offer,0
41347,10,724.53,1,1,Rural,1,Web,No Offer,0
41348,5,391.32,0,1,Urban,1,Phone,Buy One Get One,0
41349,9,722.85,1,0,Surburban,1,Multichannel,No Offer,0
41350,1,685.47,1,0,Urban,1,Phone,No Offer,0
41351,4,184.67,0,1,Urban,0,Web,Buy One Get One,0
41352,10,247.04,0,1,Surburban,1,Phone,Buy One Get One,0
41353,2,29.99,0,1,Rural,1,Web,Buy One Get One,0
41354,1,502.38,1,0,Surburban,1,Multichannel,Buy One Get One,0
41355,5,227.75,1,0,Surburban,0,Web,No Offer,0
41356,11,29.99,0,1,Rural,0,Web,No Offer,0
41357,10,222.73,1,0,Surburban,0,Web,No Offer,0
41358,2,966.6,1,1,Urban,1,Multichannel,Discount,0
41359,9,29.99,1,0,Surburban,0,Web,No Offer,0
41360,2,157.31,0,1,Surburban,1,Phone,No Offer,1
41361,1,110.69,0,1,Urban,0,Web,Discount,0
41362,9,171.68,0,1,Urban,0,Web,Discount,0
41363,5,498.14,1,0,Urban,1,Multichannel,Discount,0
41364,12,29.99,1,0,Urban,0,Web,Discount,0
41365,5,47.26,0,1,Urban,0,Web,No Offer,0
41366,4,451.54,1,1,Rural,0,Web,Discount,1
41367,10,690.1,0,1,Surburban,1,Multichannel,Discount,0
41368,11,66.23,0,1,Urban,1,Web,Discount,0
41369,10,143.09,0,1,Urban,1,Phone,No Offer,0
41370,5,869.23,0,1,Urban,1,Web,Discount,0
41371,3,185.68,1,0,Surburban,1,Web,Buy One Get One,0
41372,7,31.3,0,1,Rural,1,Phone,Discount,0
41373,2,29.99,0,1,Surburban,0,Web,Discount,0
41374,4,317.76,0,1,Urban,1,Phone,Buy One Get One,0
41375,7,198.7,0,1,Urban,0,Web,Buy One Get One,0
41376,1,288.78,1,0,Urban,0,Phone,No Offer,1
41377,12,29.99,0,1,Urban,1,Phone,Discount,0
41378,10,60.52,0,1,Urban,1,Phone,No Offer,0
41379,1,29.99,1,0,Surburban,1,Phone,Buy One Get One,0
41380,1,43.48,1,0,Surburban,1,Phone,Discount,0
41381,1,317.29,1,1,Rural,1,Web,No Offer,1
41382,2,29.99,0,1,Surburban,1,Phone,Buy One Get One,1
41383,1,1508.31,0,1,Urban,1,Multichannel,Discount,0
41384,1,1216,1,1,Surburban,1,Multichannel,Buy One Get One,0
41385,2,662.69,0,1,Urban,1,Multichannel,Buy One Get One,0
41386,9,661.09,0,1,Surburban,1,Phone,Discount,0
41387,9,29.99,0,1,Urban,0,Phone,Discount,0
41388,12,29.99,1,0,Surburban,1,Web,No Offer,0
41389,8,117.53,1,0,Surburban,1,Web,Discount,0
41390,6,140.24,0,1,Rural,0,Web,Buy One Get One,0
41391,9,97.26,1,0,Urban,0,Web,Buy One Get One,1
41392,4,243.07,1,0,Urban,0,Multichannel,No Offer,0
41393,12,36.76,1,0,Urban,1,Phone,Discount,0
41394,6,363.86,1,0,Urban,0,Phone,No Offer,0
41395,3,121.58,1,0,Urban,1,Phone,No Offer,0
41396,3,29.99,0,1,Urban,1,Phone,Buy One Get One,0
41397,9,29.99,1,0,Surburban,1,Web,Discount,0
41398,3,232.91,0,1,Rural,0,Web,No Offer,1
41399,1,207.89,0,1,Urban,0,Phone,No Offer,0
41400,7,416.02,0,1,Urban,0,Multichannel,Discount,0
41401,11,129.9,0,1,Urban,1,Phone,No Offer,0
41402,3,108.49,0,1,Rural,1,Web,Discount,0
41403,3,66.16,0,1,Urban,1,Web,Buy One Get One,0
41404,2,42.98,1,0,Urban,0,Phone,Buy One Get One,0
41405,6,29.99,1,0,Urban,1,Web,No Offer,0
41406,10,29.99,1,0,Rural,1,Phone,Buy One Get One,0
41407,4,144.61,0,1,Surburban,0,Phone,Buy One Get One,0
41408,4,711.91,1,0,Surburban,1,Phone,No Offer,0
41409,7,160.53,1,0,Urban,1,Web,Buy One Get One,0
41410,1,48.65,0,1,Urban,0,Web,No Offer,0
41411,3,224.75,0,1,Rural,0,Phone,No Offer,0
41412,9,382.22,1,0,Urban,0,Web,Buy One Get One,0
41413,1,1360,1,0,Rural,1,Web,No Offer,0
41414,3,29.99,1,0,Surburban,1,Web,No Offer,0
41415,2,943.13,0,1,Surburban,1,Multichannel,No Offer,0
41416,11,317.7,1,0,Urban,0,Phone,Discount,0
41417,1,285.57,0,1,Surburban,1,Phone,Discount,0
41418,1,581.69,0,1,Urban,1,Multichannel,Discount,1
41419,1,287.81,1,1,Urban,0,Multichannel,No Offer,0
41420,9,209.8,0,1,Urban,1,Web,Buy One Get One,0
41421,2,108,0,1,Urban,0,Phone,Buy One Get One,0
41422,7,403.85,0,1,Surburban,0,Web,No Offer,0
41423,9,571.38,1,0,Surburban,1,Multichannel,Discount,0
41424,3,183.41,0,1,Rural,0,Web,Buy One Get One,0
41425,12,92.85,1,0,Urban,1,Phone,Discount,0
41426,6,31.37,0,1,Urban,1,Web,No Offer,0
41427,4,600.38,0,1,Rural,1,Web,Buy One Get One,0
41428,11,129.89,1,0,Urban,0,Web,No Offer,0
41429,9,29.99,1,0,Surburban,1,Web,Discount,0
41430,2,236.9,0,1,Surburban,1,Web,No Offer,0
41431,2,614.52,1,0,Surburban,1,Web,No Offer,0
41432,4,33.29,1,0,Urban,0,Web,Buy One Get One,0
41433,1,252.01,1,0,Rural,0,Phone,Buy One Get One,0
41434,10,167.66,0,1,Surburban,0,Web,Buy One Get One,0
41435,1,128.33,1,0,Urban,1,Phone,Discount,0
41436,5,479.99,1,0,Rural,0,Phone,Buy One Get One,1
41437,5,166.92,1,0,Surburban,0,Phone,Buy One Get One,0
41438,4,424.37,0,1,Rural,0,Web,Discount,0
41439,4,705.63,1,0,Rural,1,Phone,Buy One Get One,1
41440,11,31.08,1,0,Urban,1,Phone,Discount,0
41441,4,168.87,0,1,Surburban,0,Phone,No Offer,0
41442,10,254.61,0,1,Rural,0,Phone,No Offer,0
41443,7,29.99,0,1,Urban,1,Web,No Offer,1
41444,4,29.99,0,1,Urban,0,Web,Buy One Get One,0
41445,2,29.99,0,1,Rural,1,Phone,Buy One Get One,0
41446,3,592.23,1,1,Urban,1,Phone,Buy One Get One,0
41447,10,43.9,0,1,Urban,1,Phone,Discount,0
41448,10,76.51,1,0,Surburban,1,Phone,Discount,0
41449,2,105.87,1,0,Surburban,1,Web,Buy One Get One,0
41450,1,31.18,0,1,Surburban,0,Web,No Offer,0
41451,2,270.34,1,0,Urban,0,Web,Buy One Get One,0
41452,12,145.78,1,0,Urban,0,Phone,Discount,0
41453,8,298.29,1,0,Urban,1,Web,No Offer,0
41454,8,29.99,0,1,Surburban,1,Phone,No Offer,0
41455,11,124.58,0,1,Surburban,0,Web,Discount,1
41456,1,29.99,1,0,Surburban,0,Phone,Discount,1
41457,7,31.88,0,1,Surburban,0,Web,Discount,0
41458,7,45.04,0,1,Surburban,0,Web,Discount,1
41459,1,335.43,1,0,Urban,0,Multichannel,Buy One Get One,0
41460,9,53.45,1,0,Urban,0,Phone,Discount,0
41461,7,29.99,1,0,Urban,1,Web,No Offer,0
41462,1,59.7,1,0,Urban,1,Phone,Buy One Get One,0
41463,1,291.56,0,1,Surburban,1,Web,Discount,0
41464,1,1718.5,1,1,Surburban,1,Phone,Buy One Get One,0
41465,6,1584.18,0,1,Surburban,1,Web,Buy One Get One,0
41466,9,93.21,0,1,Surburban,0,Phone,No Offer,0
41467,9,77.43,1,0,Surburban,0,Web,Discount,0
41468,3,396.64,1,1,Urban,0,Phone,Buy One Get One,0
41469,2,109.09,1,0,Urban,0,Phone,Discount,0
41470,6,115.27,1,0,Surburban,1,Phone,No Offer,0
41471,6,162.67,1,0,Rural,0,Web,No Offer,1
41472,2,29.99,1,0,Surburban,0,Phone,No Offer,0
41473,7,190.79,0,1,Surburban,1,Web,Buy One Get One,1
41474,9,81.2,0,1,Urban,1,Web,Discount,0
41475,6,160.72,0,1,Surburban,0,Phone,Discount,0
41476,9,29.99,1,0,Urban,0,Phone,Buy One Get One,0
41477,11,60.76,0,1,Urban,0,Phone,Discount,0
41478,3,1003.39,1,1,Surburban,1,Phone,Buy One Get One,0
41479,6,115.08,0,1,Surburban,1,Phone,Discount,0
41480,5,47.92,1,0,Urban,1,Phone,No Offer,0
41481,7,709.11,1,0,Surburban,1,Phone,Buy One Get One,1
41482,9,603.22,1,1,Urban,1,Multichannel,Discount,0
41483,2,138.56,0,1,Surburban,1,Phone,No Offer,0
41484,9,55.61,0,1,Surburban,0,Web,Discount,0
41485,8,29.99,0,1,Surburban,1,Phone,Discount,0
41486,9,210.88,0,1,Urban,1,Web,Discount,0
41487,9,416.55,1,0,Urban,0,Phone,Discount,1
41488,10,38.53,1,0,Urban,1,Phone,No Offer,0
41489,2,598.33,1,1,Rural,1,Phone,Buy One Get One,0
41490,1,496.8,1,1,Urban,0,Web,Discount,1
41491,11,195.15,0,1,Rural,0,Web,No Offer,0
41492,10,33.81,1,0,Urban,1,Phone,No Offer,0
41493,8,100.62,1,0,Surburban,0,Phone,Buy One Get One,0
41494,9,78.7,0,1,Surburban,0,Phone,Discount,0
41495,4,29.99,1,0,Surburban,0,Web,No Offer,0
41496,5,111.33,1,0,Urban,0,Web,Discount,0
41497,9,265.89,0,1,Surburban,0,Multichannel,Discount,0
41498,1,232.92,0,1,Rural,0,Multichannel,Discount,0
41499,1,1424.81,1,1,Urban,1,Multichannel,No Offer,0
41500,2,188.7,1,0,Urban,1,Web,No Offer,1
41501,2,48.19,1,0,Surburban,1,Phone,Discount,0
41502,5,46.27,1,0,Urban,0,Web,Buy One Get One,0
41503,5,283.02,0,1,Surburban,1,Web,No Offer,0
41504,1,949.84,0,1,Surburban,1,Web,Discount,0
41505,5,293.23,1,0,Surburban,1,Web,Buy One Get One,0
41506,10,33.76,0,1,Urban,1,Phone,No Offer,0
41507,9,49.9,1,0,Surburban,1,Web,No Offer,0
41508,6,72.34,1,0,Urban,1,Phone,Buy One Get One,0
41509,7,29.99,0,1,Urban,1,Phone,Discount,0
41510,8,42.97,1,0,Surburban,1,Phone,Buy One Get One,0
41511,4,67.68,0,1,Urban,0,Phone,Buy One Get One,0
41512,10,171.13,0,1,Urban,1,Web,Discount,0
41513,11,73.42,1,0,Surburban,1,Phone,No Offer,0
41514,3,34.41,0,1,Urban,1,Web,Discount,0
41515,12,29.99,0,1,Urban,1,Phone,Buy One Get One,0
41516,9,128.43,0,1,Urban,0,Web,Discount,0
41517,9,90.75,1,0,Surburban,1,Phone,Buy One Get One,0
41518,2,899.41,1,0,Urban,1,Web,Buy One Get One,1
41519,3,248.73,1,0,Rural,0,Web,Buy One Get One,0
41520,2,123.73,1,0,Urban,0,Web,No Offer,0
41521,3,667.19,1,0,Rural,1,Phone,Discount,0
41522,2,40.63,0,1,Surburban,1,Phone,Buy One Get One,0
41523,9,51.21,1,0,Surburban,0,Web,Discount,0
41524,10,80.07,1,0,Surburban,1,Phone,Discount,0
41525,5,171.17,0,1,Urban,0,Web,No Offer,0
41526,3,592.56,1,0,Surburban,1,Multichannel,Discount,1
41527,12,292.15,1,0,Surburban,1,Multichannel,No Offer,0
41528,2,31.03,1,0,Urban,1,Web,Buy One Get One,0
41529,6,261.46,1,0,Surburban,1,Phone,No Offer,0
41530,2,29.99,1,0,Surburban,0,Phone,No Offer,0
41531,2,1316.47,0,1,Surburban,1,Phone,Discount,0
41532,3,546.68,1,0,Surburban,1,Multichannel,No Offer,0
41533,2,1239.58,1,1,Rural,1,Multichannel,No Offer,0
41534,1,129.39,1,0,Rural,0,Phone,No Offer,0
41535,1,313.3,1,1,Surburban,0,Web,No Offer,1
41536,12,184.79,1,0,Urban,1,Web,Buy One Get One,0
41537,9,545.95,1,0,Urban,1,Phone,Buy One Get One,0
41538,1,1043.34,1,1,Surburban,1,Phone,Discount,1
41539,4,124.22,1,0,Surburban,0,Web,Buy One Get One,0
41540,9,369.35,1,0,Surburban,0,Web,Buy One Get One,1
41541,5,116.39,0,1,Urban,0,Phone,Discount,0
41542,8,277.55,1,1,Urban,1,Phone,No Offer,0
41543,4,495.66,0,1,Rural,0,Multichannel,Discount,0
41544,3,692.3,1,1,Rural,1,Phone,No Offer,1
41545,5,403.67,1,0,Surburban,0,Web,Buy One Get One,0
41546,10,184.12,0,1,Urban,1,Phone,Buy One Get One,0
41547,4,139.98,0,1,Surburban,0,Phone,No Offer,0
41548,10,34.61,1,0,Urban,0,Web,No Offer,0
41549,10,305.02,1,1,Surburban,0,Phone,No Offer,0
41550,3,36.92,0,1,Urban,1,Phone,Buy One Get One,0
41551,7,100.76,1,0,Rural,0,Phone,Discount,1
41552,10,29.99,1,0,Rural,1,Web,Buy One Get One,1
41553,9,29.99,0,1,Urban,0,Phone,Discount,0
41554,8,212.19,0,1,Surburban,0,Phone,Discount,0
41555,7,206.23,0,1,Surburban,0,Phone,Buy One Get One,0
41556,2,363.58,0,1,Rural,0,Web,Discount,1
41557,12,29.99,1,0,Urban,1,Phone,Buy One Get One,0
41558,1,67.69,0,1,Surburban,1,Web,No Offer,0
41559,10,29.99,1,0,Urban,0,Web,Buy One Get One,0
41560,9,29.99,0,1,Rural,0,Phone,No Offer,0
41561,6,84.94,0,1,Surburban,0,Web,Discount,0
41562,6,116.45,0,1,Surburban,0,Web,Discount,0
41563,8,31.02,0,1,Urban,0,Web,No Offer,0
41564,11,29.99,0,1,Surburban,0,Phone,Discount,0
41565,6,37.33,1,0,Surburban,1,Phone,Discount,0
41566,9,49.75,1,0,Rural,1,Web,Buy One Get One,0
41567,9,342.03,1,0,Urban,0,Phone,Discount,0
41568,10,496.71,0,1,Surburban,0,Multichannel,Discount,0
41569,10,31.43,1,0,Urban,1,Phone,Discount,0
41570,6,493.51,1,0,Urban,0,Phone,No Offer,0
41571,3,105.52,0,1,Surburban,0,Web,Buy One Get One,0
41572,9,165.92,0,1,Surburban,1,Phone,Discount,0
41573,3,338.78,1,0,Surburban,0,Multichannel,Buy One Get One,0
41574,1,187.63,1,0,Urban,0,Phone,No Offer,0
41575,7,168.47,0,1,Urban,0,Web,Discount,1
41576,7,280.19,1,0,Surburban,1,Multichannel,Buy One Get One,0
41577,8,29.99,0,1,Surburban,0,Web,Discount,1
41578,1,1314.84,1,0,Surburban,1,Multichannel,No Offer,0
41579,10,67.49,0,1,Surburban,1,Web,No Offer,0
41580,10,191.09,0,1,Urban,0,Phone,No Offer,0
41581,1,414,1,1,Urban,1,Phone,Discount,0
41582,2,157.29,1,0,Urban,1,Phone,Discount,0
41583,11,118.68,0,1,Rural,1,Phone,Discount,0
41584,4,871.28,1,1,Surburban,1,Phone,No Offer,0
41585,8,50.08,1,0,Surburban,1,Phone,Buy One Get One,0
41586,9,29.99,1,0,Surburban,1,Web,Buy One Get One,0
41587,1,29.99,0,1,Urban,1,Phone,Buy One Get One,1
41588,4,143.55,1,0,Surburban,1,Phone,Discount,0
41589,11,254,1,0,Urban,1,Phone,Buy One Get One,0
41590,2,74.93,1,0,Urban,0,Web,Buy One Get One,0
41591,5,90.54,1,0,Surburban,0,Web,Discount,1
41592,2,174.71,1,0,Urban,1,Phone,No Offer,0
41593,7,368.73,0,1,Surburban,0,Web,Buy One Get One,0
41594,2,97.37,0,1,Surburban,0,Web,Discount,0
41595,4,632.47,0,1,Rural,1,Multichannel,Buy One Get One,0
41596,6,471.63,1,1,Urban,0,Phone,Buy One Get One,0
41597,1,107.79,0,1,Surburban,0,Web,No Offer,0
41598,9,104.97,1,0,Surburban,0,Web,Buy One Get One,0
41599,5,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
41600,2,64.68,1,0,Surburban,1,Phone,No Offer,0
41601,3,553.74,0,1,Urban,1,Web,No Offer,0
41602,9,268.13,0,1,Rural,0,Web,No Offer,0
41603,11,62.67,0,1,Urban,1,Phone,Discount,0
41604,12,29.99,0,1,Urban,1,Phone,No Offer,0
41605,11,330.41,1,0,Surburban,0,Web,No Offer,0
41606,1,128.96,0,1,Urban,0,Web,Buy One Get One,0
41607,9,51.89,0,1,Urban,1,Web,Discount,0
41608,11,90.29,1,0,Urban,1,Web,Discount,0
41609,11,59.33,0,1,Urban,1,Phone,Discount,0
41610,7,64.92,0,1,Rural,0,Web,Buy One Get One,0
41611,6,181.74,1,0,Surburban,0,Phone,Buy One Get One,1
41612,3,29.99,0,1,Surburban,1,Web,No Offer,0
41613,10,166.8,0,1,Surburban,1,Phone,Buy One Get One,0
41614,9,29.99,1,0,Urban,1,Phone,No Offer,0
41615,10,53.8,0,1,Surburban,0,Web,Buy One Get One,0
41616,5,440.15,0,1,Urban,0,Phone,No Offer,0
41617,7,107.94,1,0,Surburban,1,Web,No Offer,0
41618,9,29.99,0,1,Rural,0,Web,Discount,0
41619,5,348.24,1,0,Urban,0,Web,No Offer,0
41620,2,218.37,0,1,Urban,0,Phone,Discount,0
41621,10,29.99,1,0,Urban,0,Web,No Offer,0
41622,1,685.25,0,1,Urban,1,Multichannel,No Offer,0
41623,2,1077.01,0,1,Surburban,1,Phone,Discount,1
41624,8,62.8,1,0,Rural,0,Phone,Discount,0
41625,1,261.61,0,1,Surburban,0,Phone,Discount,0
41626,12,29.99,1,0,Surburban,0,Web,Buy One Get One,0
41627,3,40.86,1,0,Urban,0,Web,Discount,1
41628,10,333.03,1,0,Urban,0,Web,No Offer,0
41629,7,534.91,1,0,Surburban,1,Web,Discount,0
41630,2,106.33,1,0,Rural,0,Web,Buy One Get One,1
41631,4,89.67,1,0,Surburban,1,Web,Discount,0
41632,1,394.5,0,1,Urban,0,Web,Discount,0
41633,1,421.2,1,0,Rural,0,Phone,Discount,1
41634,1,35.28,1,0,Surburban,1,Web,Discount,0
41635,11,377.57,1,1,Urban,0,Phone,Discount,0
41636,7,128.2,0,1,Surburban,1,Phone,Discount,0
41637,10,74.59,1,0,Urban,1,Web,Buy One Get One,0
41638,5,183.75,0,1,Rural,1,Phone,No Offer,0
41639,4,350.4,0,1,Rural,0,Phone,No Offer,1
41640,1,338.56,0,1,Urban,0,Phone,No Offer,0
41641,12,34.88,0,1,Surburban,0,Phone,No Offer,0
41642,6,82.23,0,1,Surburban,1,Phone,Buy One Get One,0
41643,9,54.79,0,1,Rural,0,Phone,No Offer,0
41644,1,195.43,1,0,Surburban,0,Web,Discount,0
41645,1,228.94,0,1,Urban,0,Multichannel,Discount,0
41646,4,214.51,1,1,Urban,1,Phone,No Offer,0
41647,4,310.75,0,1,Surburban,0,Phone,Buy One Get One,1
41648,10,369.71,0,1,Urban,1,Phone,Discount,0
41649,4,175.03,0,1,Surburban,1,Phone,Buy One Get One,0
41650,1,188.05,0,1,Urban,0,Web,Buy One Get One,0
41651,10,127.97,1,0,Urban,1,Phone,Discount,0
41652,2,99.39,1,0,Surburban,0,Web,No Offer,0
41653,6,195.01,0,1,Urban,0,Phone,Discount,0
41654,5,42.5,1,0,Surburban,0,Phone,Discount,0
41655,7,29.99,0,1,Urban,1,Web,Discount,0
41656,10,66.87,0,1,Surburban,1,Phone,Discount,0
41657,1,31.19,0,1,Urban,0,Phone,No Offer,0
41658,9,66.42,0,1,Surburban,1,Web,No Offer,0
41659,1,29.99,0,1,Urban,1,Phone,Discount,0
41660,1,131.06,0,1,Surburban,0,Phone,Buy One Get One,0
41661,3,206.86,0,1,Surburban,1,Multichannel,No Offer,0
41662,8,193.23,0,1,Surburban,1,Web,Buy One Get One,0
41663,1,177.23,0,1,Surburban,0,Phone,Discount,0
41664,1,59.05,1,0,Surburban,0,Web,Discount,0
41665,1,346.29,1,1,Rural,0,Phone,No Offer,1
41666,8,29.99,1,0,Urban,1,Phone,Buy One Get One,1
41667,5,363.41,1,0,Urban,0,Web,Buy One Get One,0
41668,5,332.38,1,0,Surburban,0,Web,Discount,0
41669,3,240.26,1,0,Urban,0,Web,Discount,0
41670,7,29.99,0,1,Surburban,0,Web,Buy One Get One,0
41671,1,343.29,1,0,Surburban,0,Multichannel,Buy One Get One,0
41672,10,201.82,1,0,Urban,0,Web,No Offer,0
41673,1,441.24,1,0,Urban,1,Multichannel,Discount,0
41674,12,271.18,1,0,Surburban,0,Web,Discount,1
